Name,,,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
,,,,Port Phillip,-37.86541,144.98027,Private room,90,4,0,,,1,0
,,,,Melbourne,-37.80578,144.9617,Private room,46,2,18,29/02/2020,1.39,2,0
,,,,Melbourne,-37.81394,144.95455,Entire home/apt,179,1,45,17/03/2020,3.47,8,0
,,,,Manningham,-37.76957,145.23716,Entire home/apt,595,2,19,29/02/2020,1.63,1,25
,,,,Port Phillip,-37.86709,145.00789,Entire home/apt,125,3,0,,,1,0
,,,,Melbourne,-37.81542,144.95467,Entire home/apt,87,4,8,4/07/2020,0.63,16,70
,,,,Melbourne,-37.81427,144.9532,Entire home/apt,157,2,6,22/02/2020,0.61,24,91
,,,,Yarra Ranges,-37.87151,145.34093,Entire home/apt,400,2,21,5/07/2020,1.83,2,231
,,,,Melbourne,-37.81354,144.97029,Entire home/apt,95,2,21,15/03/2020,2.15,1,0
,,,,Melbourne,-37.82781,144.95784,Entire home/apt,145,1,36,14/03/2020,2.86,1,0
,,,,Melbourne,-37.80905,144.97083,Private room,43,3,2,14/10/2019,0.17,1,0
,,,,Melbourne,-37.82801,144.95776,Entire home/apt,91,1,49,8/03/2020,3.76,23,0
,,,,Melbourne,-37.81614,144.98045,Hotel room,80,1,3,26/01/2020,0.25,7,65
,,,,Stonnington,-37.8501,144.99376,Entire home/apt,53,2,29,30/07/2020,2.27,1,165
,,,,Hume,-37.66039,144.91473,Shared room,66,3,1,16/08/2019,0.08,2,364
,,,,Stonnington,-37.87039,145.05199,Private room,69,1,2,26/10/2019,0.18,1,365
,,,,Wyndham,-37.91063,144.77177,Private room,480,1,1,11/01/2020,0.13,7,145
,,,,Darebin,-37.78148,145.00835,Private room,49,1,17,15/03/2020,1.38,1,29
,,,,Moreland,-37.76905,144.98021,Entire home/apt,90,2,2,15/03/2020,0.28,1,0
,,,,Port Phillip,-37.86802,144.98094,Private room,79,1,28,29/06/2020,2.22,4,365
,,,,Moreland,-37.7497,144.94547,Private room,77,1,21,14/03/2020,1.67,1,180
,,,,Brimbank,-37.72908,144.76857,Private room,60,2,0,,,1,365
,,,,Casey,-38.10671,145.24824,Private room,42,1,23,15/08/2020,1.99,4,140
,,,,Darebin,-37.76583,145.0085,Entire home/apt,86,1,79,6/07/2020,6.08,1,60
,,,,Wyndham,-37.89004,144.71402,Entire home/apt,146,14,1,27/12/2019,0.13,5,22
,,,,Melbourne,-37.82058,144.94243,Entire home/apt,70,1,44,18/03/2020,3.43,3,0
,,,,Yarra,-37.81028,145.00092,Entire home/apt,360,2,8,1/12/2019,0.63,2,91
,,,,Melbourne,-37.8052,144.95927,Hotel room,25,1,10,8/03/2020,1.1,7,90
,,,,Glen Eira,-37.88399,145.00785,Entire home/apt,150,3,3,28/12/2019,0.24,1,0
,,,,Monash,-37.88865,145.16659,Private room,45,2,3,20/09/2019,0.25,1,0
,,,,Port Phillip,-37.83756,144.93474,Private room,85,3,1,3/03/2020,0.17,1,365
,,,,Boroondara,-37.81083,145.03873,Entire home/apt,1800,2,0,,,2,365
,,,,Brimbank,-37.79602,144.82847,Private room,78,5,0,,,1,180
,,,,Port Phillip,-37.8612,144.98323,Private room,80,4,3,26/01/2020,0.25,1,0
,,,,Melbourne,-37.82993,144.9679,Shared room,20,30,0,,,1,40
,,,,Glen Eira,-37.91491,145.08213,Private room,77,1,4,20/10/2019,0.34,1,109
,,,,Stonnington,-37.84879,144.98756,Entire home/apt,180,2,2,25/08/2019,0.16,2,0
,,,,Moonee Valley,-37.78683,144.92138,Private room,100,1,6,8/11/2019,0.48,1,89
,,,,Monash,-37.90111,145.08282,Shared room,35,30,0,,,1,362
,,,,Melbourne,-37.81277,144.96817,Private room,56,1,1,8/08/2019,0.08,1,49
,,,,Whitehorse,-37.81351,145.11126,Entire home/apt,76,1,13,22/07/2020,1.05,39,355
,,,,Banyule,-37.6912,145.07802,Private room,71,2,0,,,1,179
,,,,Melbourne,-37.82666,144.95836,Entire home/apt,119,2,33,21/03/2020,2.67,39,0
,,,,Melbourne,-37.8212,144.94242,Entire home/apt,665,1,40,2/04/2020,3.97,8,112
,,,,Moreland,-37.76718,144.95933,Private room,51,4,1,26/01/2020,0.14,120,180
,,,,Maribyrnong,-37.82091,144.88756,Entire home/apt,451,1,25,26/07/2020,2.09,13,358
,,,,Melbourne,-37.81613,144.94295,Entire home/apt,773,1,35,18/05/2020,3.52,8,121
,,,,Melbourne,-37.81015,144.96209,Entire home/apt,130,2,7,27/01/2020,0.56,12,180
,,,,Moonee Valley,-37.78704,144.92095,Private room,69,2,22,8/03/2020,1.73,1,0
,,,,Melbourne,-37.81117,144.96435,Entire home/apt,235,2,12,25/01/2020,1.04,1,20
,,,,Port Phillip,-37.86988,144.99152,Entire home/apt,150,2,11,27/01/2020,0.99,1,180
,,,,Port Phillip,-37.83242,144.96979,Private room,65,1,0,,,1,0
,,,,Maribyrnong,-37.79625,144.8735,Entire home/apt,162,3,14,15/03/2020,1.28,21,365
,,,,Wyndham,-37.911,144.76821,Private room,220,1,11,6/06/2020,0.85,7,90
,,,,Wyndham,-37.91033,144.7677,Private room,59,7,1,18/08/2019,0.08,7,90
,,,,Port Phillip,-37.87697,144.97814,Entire home/apt,149,14,0,,,2,0
,,,,Darebin,-37.77201,144.9969,Entire home/apt,85,2,24,5/01/2020,1.91,1,78
,,,,Yarra,-37.82677,145.00053,Entire home/apt,55,9,0,,,1,0
,,,,Glen Eira,-37.87207,145.0246,Entire home/apt,220,1,8,27/03/2020,1.01,1,0
,,,,Frankston,-38.1836,145.17763,Entire home/apt,560,2,7,5/07/2020,0.7,1,261
,,,,Melbourne,-37.82596,144.96366,Entire home/apt,136,1,0,,,3,272
,,,,Yarra,-37.80496,144.98752,Private room,65,1,33,28/06/2020,2.66,1,88
,,,,Brimbank,-37.76954,144.82734,Private room,35,1,14,7/12/2019,1.15,3,181
,,,,Melbourne,-37.81793,144.95735,Private room,69,1,29,17/03/2020,2.38,1,0
,,,,Darebin,-37.77856,144.99333,Private room,55,2,4,25/09/2019,0.31,1,365
,,,,Hobsons Bay,-37.8291,144.84136,Entire home/apt,520,3,0,,,1,29
,,,,Melbourne,-37.79665,144.95345,Shared room,30,3,0,,,1,0
,,,,Hume,-37.56731,144.90958,Private room,50,1,4,21/02/2020,0.39,2,91
,,,,Banyule,-37.74548,145.09584,Entire home/apt,99,3,2,1/04/2020,0.34,1,253
,,,,Melbourne,-37.79384,144.91856,Private room,20,5,5,18/09/2019,0.42,1,0
,,,,Melbourne,-37.80494,144.9609,Entire home/apt,132,2,10,16/02/2020,1.02,10,0
,,,,Maroondah,-37.78458,145.25134,Private room,85,2,4,6/02/2020,0.34,1,91
,,,,Banyule,-37.75173,145.06179,Entire home/apt,101,2,8,22/05/2020,0.73,10,0
,,,,Melbourne,-37.80551,144.96118,Entire home/apt,127,3,7,14/02/2020,0.58,10,0
,,,,Bayside,-37.8936,144.9901,Entire home/apt,1000,3,5,16/03/2020,0.63,1,0
,,,,Melbourne,-37.81693,144.96431,Entire home/apt,52,7,3,22/02/2020,0.27,51,0
,,,,Melbourne,-37.80854,144.96036,Entire home/apt,126,2,10,26/01/2020,0.88,10,1
,,,,Greater Dandenong,-37.98186,145.21303,Private room,43,1,0,,,1,84
,,,,Hume,-37.6612,144.91451,Entire home/apt,125,4,1,17/08/2019,0.08,2,365
,,,,Whitehorse,-37.81953,145.11545,Private room,30,1,1,23/02/2020,0.16,10,90
,,,,Melbourne,-37.81533,144.95467,Entire home/apt,129,1,27,20/03/2020,2.11,2,91
,,,,Maribyrnong,-37.79141,144.87663,Private room,32,3,4,23/09/2019,0.35,1,0
,,,,Maribyrnong,-37.77102,144.88174,Private room,35,1,0,,,1,0
,,,,Wyndham,-37.90323,144.60628,Entire home/apt,230,2,12,16/04/2020,0.97,3,341
,,,,Casey,-38.09392,145.34857,Private room,40,1,0,,,1,180
,,,,Kingston,-37.98044,145.12846,Private room,95,3,0,,,3,364
,,,,Melton,-37.73136,144.66588,Private room,45,3,1,1/12/2019,0.11,3,364
,,,,Whitehorse,-37.82474,145.13038,Private room,58,2,3,16/11/2019,0.25,1,177
,,,,Melbourne,-37.8005,144.95061,Entire home/apt,100,1,2,7/08/2019,0.16,1,365
,,,,Hume,-37.56689,144.90734,Entire home/apt,108,3,12,15/03/2020,1.22,1,86
,,,,Darebin,-37.72133,144.9876,Private room,70,1,0,,,1,365
,,,,Frankston,-38.15381,145.13719,Private room,125,2,0,,,1,24
,,,,Wyndham,-37.90888,144.76781,Private room,89,7,5,20/02/2020,0.41,7,0
,,,,Melbourne,-37.81523,144.95401,Entire home/apt,247,1,31,4/07/2020,2.49,25,177
,,,,Whitehorse,-37.81257,145.12618,Private room,35,3,0,,,25,0
,,,,Wyndham,-37.91081,144.76819,Private room,50,7,5,25/12/2019,0.41,7,30
,,,,Wyndham,-37.90941,144.76744,Private room,59,7,4,12/03/2020,0.32,7,90
,,,,Wyndham,-37.91064,144.76943,Private room,79,7,7,3/01/2020,0.56,7,90
,,,,Yarra,-37.8172,145.00695,Entire home/apt,80,28,7,27/02/2020,0.66,1,0
,,,,Yarra,-37.82047,145.00587,Private room,40,5,6,7/08/2020,1.13,1,73
,,,,Yarra,-37.81798,144.99654,Entire home/apt,109,3,12,8/07/2020,1.09,4,90
,,,,Melbourne,-37.80985,144.95132,Entire home/apt,99,1,33,28/06/2020,2.73,1,153
,,,,Maribyrnong,-37.79842,144.90671,Private room,57,1,46,29/05/2020,3.66,1,90
,,,,Hobsons Bay,-37.86976,144.90213,Entire home/apt,295,2,15,4/07/2020,1.38,1,81
,,,,Kingston,-38.05215,145.12641,Private room,85,62,0,,,1,181
,,,,Melbourne,-37.80525,144.95335,Entire home/apt,100,1,34,12/04/2020,2.76,9,171
,,,,Melbourne,-37.81944,144.95439,Entire home/apt,180,3,12,23/01/2020,1.06,1,0
,,,,Melbourne,-37.83528,144.98418,Entire home/apt,189,4,0,,,1,0
,,,,Melbourne,-37.79777,144.97437,Private room,79,2,5,23/02/2020,0.4,1,12
,,,,Yarra Ranges,-37.59071,145.46866,Entire home/apt,345,2,3,20/06/2020,1.2,2,358
,,,,Port Phillip,-37.82998,144.94122,Private room,38,3,0,,,40,0
,,,,Melbourne,-37.80916,144.96828,Entire home/apt,320,2,10,9/03/2020,0.81,1,145
,,,,Bayside,-37.89517,144.99034,Entire home/apt,132,2,0,,,1,0
,,,,Port Phillip,-37.86814,144.9938,Private room,49,1,1,24/10/2019,0.1,1,83
,,,,Yarra,-37.81394,145.01291,Entire home/apt,167,2,0,,,1,269
,,,,Stonnington,-37.84864,145.00836,Entire home/apt,260,4,19,15/03/2020,1.71,2,357
,,,,Melbourne,-37.81135,144.95147,Private room,60,2,14,13/02/2020,1.31,1,91
,,,,Melbourne,-37.81629,144.96459,Entire home/apt,48,1,60,1/08/2020,4.77,3,261
,,,,Melbourne,-37.81093,144.96294,Private room,42,1,0,,,1,0
,,,,Moonee Valley,-37.74693,144.92534,Private room,38,10,1,15/08/2019,0.08,1,0
,,,,Melbourne,-37.81621,144.98593,Entire home/apt,600,2,3,26/01/2020,0.33,1,89
,,,,Yarra,-37.80687,144.98799,Entire home/apt,93,3,2,31/12/2019,0.21,1,0
,,,,Yarra Ranges,-37.63535,145.35878,Entire home/apt,120,1,48,13/06/2020,3.89,1,160
,,,,Port Phillip,-37.86152,144.97492,Entire home/apt,80,1,45,20/07/2020,3.75,4,26
,,,,Manningham,-37.7885,145.12269,Entire home/apt,100,1,10,28/11/2019,0.8,25,0
,,,,Stonnington,-37.8382,144.99107,Private room,62,1,27,14/03/2020,2.2,1,2
,,,,Melbourne,-37.81614,144.98045,Entire home/apt,80,1,20,23/01/2020,1.59,7,65
,,,,Yarra,-37.8066,144.99542,Private room,75,2,8,24/02/2020,0.67,1,0
,,,,Darebin,-37.7668,144.99981,Entire home/apt,90,3,2,3/11/2019,0.17,1,0
,,,,Melbourne,-37.8104,144.95873,Entire home/apt,149,1,27,23/03/2020,2.15,9,193
,,,,Port Phillip,-37.86441,144.99348,Entire home/apt,88,2,18,15/03/2020,1.65,1,0
,,,,Melbourne,-37.82752,144.95732,Entire home/apt,100,1,31,13/06/2020,2.48,73,351
,,,,Brimbank,-37.79912,144.81646,Private room,45,1,0,,,2,180
,,,,Whittlesea,-37.68787,145.05343,Private room,26,1,4,24/02/2020,0.44,7,365
,,,,Greater Dandenong,-37.94927,145.14406,Private room,89,1,0,,,1,0
,,,,Moonee Valley,-37.77115,144.91787,Private room,60,2,5,27/10/2019,0.42,1,0
,,,,Darebin,-37.72056,144.99963,Private room,35,1,14,25/06/2020,1.12,2,365
,,,,Greater Dandenong,-37.93616,145.15547,Entire home/apt,118,3,4,4/01/2020,0.43,8,0
,,,,Greater Dandenong,-37.99107,145.16061,Private room,49,1,2,1/09/2019,0.16,2,29
,,,,Kingston,-38.00256,145.09787,Entire home/apt,145,1,3,26/02/2020,0.25,2,137
,,,,Melbourne,-37.79753,144.97031,Private room,42,2,5,2/01/2020,0.54,2,0
,,,,Port Phillip,-37.88488,144.984,Entire home/apt,90,2,2,29/08/2019,0.16,1,0
,,,,Yarra Ranges,-37.73086,145.75175,Entire home/apt,105,1,31,20/03/2020,2.55,1,65
,,,,Moreland,-37.7703,144.97673,Entire home/apt,73,2,15,13/07/2020,1.2,46,163
,,,,Melbourne,-37.80707,144.96604,Entire home/apt,158,21,3,5/01/2020,0.28,51,0
,,,,Melbourne,-37.81462,144.94207,Entire home/apt,83,1,25,4/05/2020,1.99,2,104
,,,,Melbourne,-37.82138,144.95617,Entire home/apt,230,1,49,15/01/2020,4.14,12,363
,,,,Yarra,-37.81525,144.99206,Entire home/apt,190,2,5,1/02/2020,0.46,2,0
,,,,Yarra Ranges,-37.62258,145.37137,Hotel room,257,2,0,,,5,328
,,,,Monash,-37.91174,145.19814,Private room,31,2,3,9/06/2020,0.32,4,178
,,,,Darebin,-37.74096,144.99925,Private room,60,2,0,,,1,0
,,,,Banyule,-37.75273,145.07035,Entire home/apt,155,2,3,9/02/2020,0.44,2,0
,,,,Casey,-38.10676,145.33057,Private room,35,1,0,,,1,0
,,,,Yarra Ranges,-37.62221,145.37231,Hotel room,257,2,1,2/01/2020,0.13,5,323
,,,,Greater Dandenong,-37.94675,145.14511,Private room,59,1,12,10/10/2019,0.96,1,0
,,,,Kingston,-37.9449,145.10932,Private room,29,14,0,,,1,181
,,,,Glen Eira,-37.88927,145.04325,Private room,42,2,10,9/03/2020,0.79,2,0
,,,,Casey,-38.02742,145.34529,Private room,50,14,0,,,1,179
,,,,Darebin,-37.73999,145.02252,Entire home/apt,115,2,12,11/07/2020,0.95,1,355
,,,,Yarra,-37.82777,145.01025,Entire home/apt,89,2,10,3/02/2020,0.81,1,0
,,,,Melbourne,-37.81446,144.96441,Entire home/apt,111,1,34,18/03/2020,2.91,26,0
,,,,Melbourne,-37.79457,144.94683,Entire home/apt,100,5,2,8/10/2019,0.18,1,0
,,,,Cardinia,-38.07788,145.4922,Entire home/apt,185,1,4,7/06/2020,0.36,18,365
,,,,Wyndham,-37.89634,144.73384,Private room,79,2,3,8/12/2019,0.27,3,56
,,,,Yarra Ranges,-37.62077,145.37292,Hotel room,243,2,0,,,5,329
,,,,Port Phillip,-37.83001,144.95778,Hotel room,789,1,1,10/02/2020,0.16,1,0
,,,,Yarra,-37.78912,144.99779,Private room,45,1,40,27/06/2020,3.31,1,0
,,,,Port Phillip,-37.84055,144.93192,Entire home/apt,87,3,14,31/07/2020,1.17,47,347
,,,,Melbourne,-37.79162,144.92199,Private room,40,1,9,16/03/2020,0.71,1,0
,,,,Wyndham,-37.89784,144.73518,Private room,38,2,1,2/10/2019,0.09,3,57
,,,,Melbourne,-37.80519,144.95836,Hotel room,20,1,6,21/03/2020,0.5,7,90
,,,,Wyndham,-37.89591,144.73545,Private room,42,2,1,29/09/2019,0.09,3,55
,,,,Melbourne,-37.81132,144.95322,Private room,65,1,22,4/02/2020,2.01,10,200
,,,,Darebin,-37.76879,144.99707,Entire home/apt,94,1,38,14/08/2020,3.06,1,194
,,,,Moonee Valley,-37.78586,144.93866,Private room,75,1,2,28/11/2019,0.22,1,0
,,,,Melbourne,-37.8275,144.95839,Entire home/apt,143,1,33,14/06/2020,2.63,9,91
,,,,Boroondara,-37.8249,145.03522,Private room,65,1,0,,,1,59
,,,,Frankston,-38.0867,145.20096,Entire home/apt,285,7,2,16/01/2020,0.26,1,177
,,,,Moreland,-37.76162,144.96203,Private room,42,1,38,16/03/2020,3.03,1,0
,,,,Yarra Ranges,-37.6208,145.37234,Hotel room,243,2,0,,,5,330
,,,,Yarra Ranges,-37.6212,145.37126,Hotel room,261,2,1,22/09/2019,0.09,5,330
,,,,Maribyrnong,-37.78997,144.86536,Entire home/apt,216,7,2,27/12/2019,0.24,21,365
,,,,Yarra,-37.7995,144.99433,Private room,59,2,0,,,2,0
,,,,Melbourne,-37.79487,144.94334,Entire home/apt,68,2,14,26/07/2020,1.16,2,199
,,,,Port Phillip,-37.86592,144.97922,Entire home/apt,133,2,0,,,38,301
,,,,Hume,-37.61987,144.92384,Entire home/apt,150,2,43,30/03/2020,3.77,1,135
,,,,Yarra,-37.81064,145.00757,Private room,39,7,3,31/12/2019,0.24,1,0
,,,,Glen Eira,-37.86628,145.01959,Private room,60,4,4,9/03/2020,0.37,1,0
,,,,Melbourne,-37.81546,144.95716,Entire home/apt,161,2,31,23/03/2020,2.52,1,0
,,,,Frankston,-38.13485,145.12289,Entire home/apt,227,5,0,,,1,247
,,,,Melbourne,-37.81284,144.94039,Entire home/apt,144,5,1,30/01/2020,0.15,2,177
,,,,Monash,-37.89768,145.0982,Private room,38,5,2,6/02/2020,0.17,2,365
,,,,Greater Dandenong,-37.9912,145.15914,Private room,65,1,0,,,2,58
,,,,Melbourne,-37.80461,144.96502,Entire home/apt,254,5,4,29/02/2020,0.47,75,0
,,,,Brimbank,-37.76882,144.82535,Private room,35,1,11,9/03/2020,0.88,3,181
,,,,Melbourne,-37.82324,144.96407,Entire home/apt,202,1,80,22/04/2020,6.47,3,79
,,,,Yarra Ranges,-37.81556,145.37363,Entire home/apt,238,2,3,6/07/2020,0.25,4,365
,,,,Melbourne,-37.81431,144.95327,Entire home/apt,75,1,31,18/07/2020,2.51,32,365
,,,,Cardinia,-38.01409,145.42822,Entire home/apt,216,1,21,26/07/2020,1.76,2,151
,,,,Moonee Valley,-37.7382,144.89059,Private room,100,5,0,,,1,180
,,,,Moreland,-37.73526,144.95851,Entire home/apt,95,2,13,3/07/2020,1.19,1,62
,,,,Melbourne,-37.81949,144.95506,Entire home/apt,150,2,13,15/03/2020,1.19,1,90
,,,,Melbourne,-37.82504,144.96397,Private room,95,1,26,29/02/2020,2.11,1,90
,,,,Moonee Valley,-37.76582,144.90805,Private room,30,1,28,19/03/2020,2.31,5,258
,,,,Monash,-37.86347,145.09736,Entire home/apt,243,1,19,1/04/2020,1.73,11,365
,,,,Stonnington,-37.83896,144.99456,Entire home/apt,99,1,13,11/06/2020,1.06,39,283
,,,,Yarra Ranges,-37.74648,145.65167,Entire home/apt,119,2,22,15/07/2020,2.19,1,88
,,,,Yarra Ranges,-37.81575,145.37213,Entire home/apt,171,2,1,16/06/2020,0.45,4,365
,,,,Monash,-37.86502,145.09863,Entire home/apt,179,1,15,15/05/2020,1.34,11,365
,,,,Moonee Valley,-37.75581,144.92479,Private room,36,3,5,1/11/2019,0.42,1,365
,,,,Melbourne,-37.78674,144.94107,Private room,90,30,0,,,1,0
,,,,Melbourne,-37.80932,144.96133,Hotel room,174,1,41,16/04/2020,3.32,3,144
,,,,Boroondara,-37.8184,145.04591,Private room,34,5,1,26/10/2019,0.1,1,0
,,,,Monash,-37.868,145.10277,Entire home/apt,514,1,3,9/04/2020,0.36,11,364
,,,,Kingston,-37.97985,145.06834,Entire home/apt,148,5,7,10/07/2020,0.91,1,244
,,,,Melbourne,-37.80932,144.96133,Entire home/apt,202,1,20,5/04/2020,1.68,3,144
,,,,Brimbank,-37.80053,144.79717,Private room,60,1,0,,,1,365
,,,,Monash,-37.86671,145.10225,Entire home/apt,614,1,2,6/03/2020,0.21,11,361
,,,,Monash,-37.86752,145.10418,Entire home/apt,564,1,1,21/10/2019,0.1,11,361
,,,,Monash,-37.86597,145.10186,Entire home/apt,900,1,1,19/02/2020,0.16,11,361
,,,,Melbourne,-37.81008,144.9615,Entire home/apt,1000,1,16,9/12/2019,1.29,1,194
,,,,Wyndham,-37.84966,144.67383,Private room,100,1,0,,,1,89
,,,,Yarra Ranges,-37.86985,145.34174,Entire home/apt,400,2,4,15/03/2020,0.42,2,146
,,,,Melbourne,-37.81694,144.98123,Hotel room,80,1,5,10/01/2020,0.42,7,65
,,,,Casey,-38.09338,145.29927,Entire home/apt,260,2,9,24/01/2020,0.79,27,364
,,,,Brimbank,-37.74244,144.80337,Private room,58,1,7,24/02/2020,0.57,10,0
,,,,Bayside,-37.89271,145.00254,Entire home/apt,411,7,0,,,1,358
,,,,Port Phillip,-37.83047,144.94301,Entire home/apt,99,5,7,15/03/2020,0.66,1,179
,,,,Melbourne,-37.80982,144.96163,Private room,99,1,1,19/08/2019,0.08,1,0
,,,,Yarra,-37.80889,145.00796,Entire home/apt,228,2,12,1/08/2020,1,9,316
,,,,Bayside,-37.9371,145.01569,Entire home/apt,595,7,1,18/08/2019,0.08,1,113
,,,,Port Phillip,-37.88443,144.98785,Entire home/apt,89,3,11,27/02/2020,0.89,10,0
,,,,Port Phillip,-37.87271,144.97667,Private room,80,10,9,16/03/2020,0.74,2,0
,,,,Yarra Ranges,-37.91747,145.37646,Private room,65,1,14,21/06/2020,1.14,1,179
,,,,Yarra Ranges,-37.65609,145.5161,Entire home/apt,266,1,45,6/07/2020,4.03,1,302
,,,,Banyule,-37.76875,145.04722,Entire home/apt,138,4,10,4/06/2020,0.89,1,327
,,,,Yarra,-37.82446,145.01128,Entire home/apt,155,2,9,26/02/2020,0.73,1,0
,,,,Port Phillip,-37.8792,144.98533,Entire home/apt,220,2,1,26/09/2019,0.09,3,0
,,,,Greater Dandenong,-37.95256,145.14182,Entire home/apt,110,1,28,4/08/2020,2.27,1,363
,,,,Wyndham,-37.92064,144.63068,Entire home/apt,177,2,3,29/12/2019,0.29,21,91
,,,,Melbourne,-37.803,144.95177,Entire home/apt,74,2,11,12/04/2020,1.14,46,199
,,,,Maribyrnong,-37.79703,144.89996,Entire home/apt,68,2,8,25/04/2020,0.73,41,230
,,,,Melbourne,-37.80834,144.96664,Private room,900,1,14,29/11/2019,1.13,2,0
,,,,Melbourne,-37.80187,144.9427,Private room,50,7,0,,,1,0
,,,,Wyndham,-37.85643,144.70951,Private room,25,1,4,3/03/2020,0.51,1,146
,,,,Melbourne,-37.82247,144.96795,Entire home/apt,168,1,7,2/01/2020,0.7,2,323
,,,,Melbourne,-37.82431,144.96084,Entire home/apt,136,3,36,9/07/2020,2.93,29,271
,,,,Kingston,-38.06816,145.14148,Entire home/apt,195,1,17,5/07/2020,1.59,1,319
,,,,Melbourne,-37.81601,144.96617,Entire home/apt,212,1,11,15/03/2020,0.89,3,323
,,,,Port Phillip,-37.84718,144.9787,Hotel room,278,1,15,4/08/2020,1.41,2,356
,,,,Melbourne,-37.80272,144.94704,Entire home/apt,95,14,1,25/11/2019,0.11,1,354
,,,,Melbourne,-37.81567,144.95299,Entire home/apt,57,1,39,30/07/2020,3.22,8,237
,,,,Stonnington,-37.84455,145.0053,Private room,25,6,0,,,1,0
,,,,Yarra,-37.79807,144.97956,Entire home/apt,364,3,10,15/03/2020,0.87,4,365
,,,,Melbourne,-37.80932,144.96133,Entire home/apt,197,1,36,25/04/2020,3.02,3,144
,,,,Port Phillip,-37.83827,144.94256,Entire home/apt,220,2,1,24/08/2019,0.08,1,363
,,,,Melbourne,-37.82589,144.95662,Entire home/apt,146,7,12,15/03/2020,1.11,11,91
,,,,Melbourne,-37.79908,144.96909,Private room,37,4,1,26/11/2019,0.11,120,181
,,,,Manningham,-37.78705,145.12362,Entire home/apt,180,1,0,,,1,173
,,,,Port Phillip,-37.87253,144.97691,Entire home/apt,200,2,0,,,2,0
,,,,Port Phillip,-37.84211,144.93828,Entire home/apt,160,2,14,16/06/2020,1.31,1,351
,,,,Bayside,-37.92663,144.99895,Entire home/apt,154,2,3,27/01/2020,0.33,2,0
,,,,Port Phillip,-37.83757,144.95141,Entire home/apt,380,7,1,1/02/2020,0.15,9,364
,,,,Yarra Ranges,-37.77922,145.44373,Hotel room,250,1,0,,,1,365
,,,,Kingston,-37.96584,145.05715,Entire home/apt,167,1,4,30/01/2020,0.4,13,148
,,,,Port Phillip,-37.84718,144.9787,Hotel room,140,1,37,18/03/2020,3.05,2,361
,,,,Monash,-37.92828,145.12959,Entire home/apt,50,7,1,9/12/2019,0.12,1,0
,,,,Darebin,-37.74597,145.0014,Entire home/apt,136,2,29,9/08/2020,2.44,3,180
,,,,Melbourne,-37.80925,144.9599,Entire home/apt,85,3,0,,,1,0
,,,,Casey,-38.1091,145.26541,Private room,85,1,3,10/03/2020,0.3,8,362
,,,,Moonee Valley,-37.78506,144.92072,Entire home/apt,50,1,36,25/03/2020,2.98,7,324
,,,,Melbourne,-37.81601,144.96617,Entire home/apt,239,1,3,7/03/2020,0.5,3,323
,,,,Melbourne,-37.81601,144.96617,Entire home/apt,185,1,23,22/03/2020,2.1,3,323
,,,,Melbourne,-37.81583,144.95512,Entire home/apt,129,1,21,13/02/2020,1.75,4,0
,,,,Stonnington,-37.83516,144.98853,Entire home/apt,157,2,16,16/03/2020,1.54,1,89
,,,,Melbourne,-37.8274,144.95887,Entire home/apt,93,1,17,1/08/2020,1.55,32,365
,,,,Darebin,-37.76438,145.02161,Entire home/apt,83,2,4,26/07/2020,0.66,1,166
,,,,Glen Eira,-37.88198,145.00219,Private room,38,1,10,11/01/2020,0.85,1,0
,,,,Melbourne,-37.81578,144.96352,Entire home/apt,90,1,7,16/12/2019,0.65,9,65
,,,,Yarra,-37.81066,145.00649,Private room,80,1,1,19/08/2019,0.08,1,0
,,,,Moonee Valley,-37.74918,144.90541,Private room,60,1,0,,,1,0
,,,,Melbourne,-37.80959,144.95912,Entire home/apt,64,1,23,14/07/2020,1.87,39,347
,,,,Brimbank,-37.74192,144.80323,Private room,58,1,1,28/02/2020,0.17,10,0
,,,,Melbourne,-37.7929,144.92098,Private room,60,1,19,29/02/2020,1.59,2,89
,,,,Port Phillip,-37.83946,144.94819,Private room,140,2,0,,,2,179
,,,,Boroondara,-37.80058,145.0299,Private room,45,2,0,,,1,0
,,,,Stonnington,-37.85149,144.99251,Entire home/apt,89,2,3,22/09/2019,0.26,1,0
,,,,Port Phillip,-37.84908,144.95668,Entire home/apt,125,2,10,23/02/2020,0.96,1,0
,,,,Melbourne,-37.81474,144.95293,Entire home/apt,165,1,21,16/03/2020,1.74,2,78
,,,,Maribyrnong,-37.79986,144.8892,Entire home/apt,65,3,1,4/09/2019,0.09,1,0
,,,,Greater Dandenong,-37.97846,145.2073,Entire home/apt,149,1,9,14/01/2020,0.76,3,170
,,,,Port Phillip,-37.86001,144.97319,Private room,40,1,11,21/07/2020,0.91,1,82
,,,,Maroondah,-37.81484,145.23434,Entire home/apt,300,2,0,,,4,59
,,,,Maribyrnong,-37.81161,144.88879,Entire home/apt,70,5,1,7/10/2019,0.09,1,0
,,,,Stonnington,-37.83988,145.00338,Entire home/apt,127,1,73,31/07/2020,6.15,1,90
,,,,Bayside,-37.90606,145.00737,Entire home/apt,295,2,6,7/02/2020,0.51,1,0
,,,,Moreland,-37.75705,144.96735,Private room,40,1,7,7/02/2020,0.74,2,0
